model,type_experiment,n_trainable_params,cl_technique,hyperparams,experiment_name,time,dataset_currently_testing,dataset_currently_training,dataset_wrt_training_datasets,target_epochs,best_epochs,learning_rate,batch_size,current_num_samples_training,cumulative_samples_trained,f1_score,precision_score,recall_score,accuracy,HATE_f1_score,HATE_precision_score,HATE_recall_score,NoHATE_f1_score,NoHATE_precision_score,NoHATE_recall_score
diptanu/fBERT,GO,109483778,MERGED_FT,,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,ibereval,"['evalita', 'waseem-racism', 'ibereval', 'hateval-immigrant']",ZERO_SHOT_not_in_training_stream,8,6,1e-05,32,23308,23308,0.7499765192072885,0.7701426437108707,0.7423007282502054,0.7727272727272727,0.6745562130177515,0.7633928571428571,0.6042402826855123,0.8253968253968254,0.7768924302788844,0.8803611738148984
diptanu/fBERT,GO,109483778,MERGED_FT,,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,hateval-immigrant,"['evalita', 'waseem-racism', 'ibereval', 'hateval-immigrant']",ZERO_SHOT_not_in_training_stream,8,6,1e-05,32,23308,23308,0.5599565099211742,0.6246263623904105,0.6046854156387624,0.5677118078719147,0.6183745583038869,0.49111318989710007,0.834658187599364,0.5015384615384615,0.7581395348837209,0.37471264367816093
diptanu/fBERT,GO,109483778,MERGED_FT,,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,davidson,"['evalita', 'waseem-racism', 'ibereval', 'hateval-immigrant']",ZERO_SHOT_not_in_training_stream,8,6,1e-05,32,23308,23308,0.6822208536643138,0.7887623701518225,0.6579436188811189,0.8067978533094812,0.48325358851674644,0.7651515151515151,0.3531468531468531,0.8811881188118812,0.8123732251521298,0.9627403846153846
diptanu/fBERT,GO,109483778,MERGED_FT,,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,founta_hateful_57k,"['evalita', 'waseem-racism', 'ibereval', 'hateval-immigrant']",ZERO_SHOT_not_in_training_stream,8,6,1e-05,32,23308,23308,0.6763135342383743,0.7673496618493305,0.6365748909624936,0.9343562025978555,0.387306753458096,0.5876543209876544,0.28883495145631066,0.9653203150186525,0.9470450027110067,0.9843148304686766
diptanu/fBERT,GO,109483778,MERGED_FT,,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,hateval-women,"['evalita', 'waseem-racism', 'ibereval', 'hateval-immigrant']",ZERO_SHOT_not_in_training_stream,8,6,1e-05,32,23308,23308,0.49960755036271104,0.6715897953095925,0.5913528710011022,0.5360054347826086,0.6345639379347244,0.47592295345104335,0.9518459069020867,0.36465116279069765,0.8672566371681416,0.2308598351001178
diptanu/fBERT,GO,109483778,MERGED_FT,,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,waseem-sexism,"['evalita', 'waseem-racism', 'ibereval', 'hateval-immigrant']",ZERO_SHOT_not_in_training_stream,8,6,1e-05,32,23308,23308,0.45531442241968556,0.464955692048012,0.489731424033764,0.7420020639834881,0.06015037593984962,0.15483870967741936,0.03732503888024884,0.8504784688995215,0.7750726744186046,0.9421378091872792
diptanu/fBERT,GO,109483778,MERGED_FT,,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,hateval-immigrant,"['hateval-immigrant', 'waseem-racism', 'ibereval']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,18509,18509,0.5591717364163185,0.6140046004272426,0.5990835663249456,0.5650433622414943,0.6100478468899522,0.48897411313518696,0.8108108108108109,0.5082956259426847,0.7390350877192983,0.3873563218390805
diptanu/fBERT,GO,109483778,MERGED_FT,,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,waseem-racism,"['hateval-immigrant', 'waseem-racism', 'ibereval']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,18509,18509,0.8112409180977543,0.8160742938451757,0.8066415957994812,0.9065913370998117,0.6770833333333334,0.6896551724137931,0.6649616368286445,0.9453985028621753,0.9424934152765584,0.948321554770318
diptanu/fBERT,GO,109483778,MERGED_FT,,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,ibereval,"['hateval-immigrant', 'waseem-racism', 'ibereval']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,18509,18509,0.7153843587348192,0.7328010645375915,0.7093220812162496,0.7410468319559229,0.6299212598425197,0.7111111111111111,0.5653710247349824,0.8008474576271186,0.7544910179640718,0.8532731376975169
diptanu/fBERT,GO,109483778,MERGED_FT,,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,evalita,"['hateval-immigrant', 'waseem-racism', 'ibereval']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,18509,18509,0.5452114253566702,0.5502636398013248,0.5476247987117553,0.557,0.4719904648390942,0.5224274406332454,0.43043478260869567,0.6184323858742463,0.5780998389694042,0.6648148148148149
diptanu/fBERT,GO,109483778,MERGED_FT,,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,davidson,"['hateval-immigrant', 'waseem-racism', 'ibereval']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,18509,18509,0.6502118498014073,0.7481613005050505,0.6321569055944056,0.7889087656529516,0.42995169082125606,0.6953125,0.3111888111888112,0.8704720087815587,0.8010101010101011,0.953125
diptanu/fBERT,GO,109483778,MERGED_FT,,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,founta_hateful_57k,"['hateval-immigrant', 'waseem-racism', 'ibereval']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,18509,18509,0.6656987842933392,0.7287405451677251,0.6337102342516832,0.9290384447737774,0.3689922480620155,0.5107296137339056,0.28883495145631066,0.9624053205246629,0.9467514766015448,0.9785855170470555
diptanu/fBERT,GO,109483778,MERGED_FT,,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,hateval-women,"['hateval-immigrant', 'waseem-racism', 'ibereval']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,18509,18509,0.5746196167922337,0.6207747332048081,0.6083731781512383,0.5788043478260869,0.6168108776266996,0.5015075376884423,0.8009630818619583,0.5324283559577677,0.740041928721174,0.41578327444051827
diptanu/fBERT,GO,109483778,MERGED_FT,,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,waseem-sexism,"['hateval-immigrant', 'waseem-racism', 'ibereval']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,18509,18509,0.452958262579319,0.45853709291436895,0.48740788266133245,0.739250085999312,0.05721393034825871,0.14285714285714285,0.03576982892690513,0.8487025948103792,0.774217042971595,0.9390459363957597
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,evalita,"['evalita', 'waseem-racism', 'ibereval', 'hateval-immigrant']",ZERO_SHOT_not_in_training_stream,8,7,1e-05,32,23308,23308,0.7042307040612634,0.704218841919489,0.7054347826086956,0.705,0.6891464699683878,0.6687116564417178,0.7108695652173913,0.7193149381541389,0.7397260273972602,0.7
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,waseem-racism,"['evalita', 'waseem-racism', 'ibereval', 'hateval-immigrant']",ZERO_SHOT_not_in_training_stream,8,7,1e-05,32,23308,23308,0.843785058239786,0.8427047014370803,0.8448765510198548,0.9212806026365349,0.7337579617834394,0.7309644670050761,0.7365728900255755,0.9538121546961326,0.9544449358690845,0.9531802120141343
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,ibereval,"['evalita', 'waseem-racism', 'ibereval', 'hateval-immigrant']",ZERO_SHOT_not_in_training_stream,8,7,1e-05,32,23308,23308,0.8754004576659038,0.8879543330554924,0.8675430130255486,0.8842975206611571,0.8421052631578947,0.8995983935742972,0.7915194346289752,0.908695652173913,0.8763102725366876,0.9435665914221218
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,hateval-immigrant,"['evalita', 'waseem-racism', 'ibereval', 'hateval-immigrant']",ZERO_SHOT_not_in_training_stream,8,7,1e-05,32,23308,23308,0.51805312393385,0.641977176086993,0.5926210185845074,0.5416944629753169,0.624795193883124,0.47587354409317806,0.9093799682034976,0.41131105398457585,0.8080808080808081,0.27586206896551724
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,davidson,"['evalita', 'waseem-racism', 'ibereval', 'hateval-immigrant']",ZERO_SHOT_not_in_training_stream,8,7,1e-05,32,23308,23308,0.7274318387123265,0.829507018433959,0.6965144230769231,0.8300536672629696,0.5601851851851852,0.8287671232876712,0.4230769230769231,0.8946784922394678,0.8302469135802469,0.9699519230769231
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,founta_hateful_57k,"['evalita', 'waseem-racism', 'ibereval', 'hateval-immigrant']",ZERO_SHOT_not_in_training_stream,8,7,1e-05,32,23308,23308,0.6428751362562815,0.7579048098012098,0.6052167482339252,0.9322639700113329,0.32139737991266376,0.573208722741433,0.22330097087378642,0.9643528925998991,0.9426008968609866,0.9871325255940641
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,hateval-women,"['evalita', 'waseem-racism', 'ibereval', 'hateval-immigrant']",ZERO_SHOT_not_in_training_stream,8,7,1e-05,32,23308,23308,0.5141578141212511,0.6755251733945412,0.5997595131275204,0.5461956521739131,0.6389189189189189,0.48166259168704156,0.9486356340288925,0.38939670932358317,0.8693877551020408,0.2508833922261484
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,waseem-sexism,"['evalita', 'waseem-racism', 'ibereval', 'hateval-immigrant']",ZERO_SHOT_not_in_training_stream,8,7,1e-05,32,23308,23308,0.49567334356436304,0.5540388838995937,0.5166989294879897,0.7588579291365669,0.13135068153655513,0.3231707317073171,0.08242612752721618,0.8599960055921709,0.7849070360918702,0.9509717314487632
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,hateval-immigrant,"['hateval-immigrant', 'waseem-racism', 'ibereval']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,18509,18509,0.4897288148486232,0.6365860688550841,0.5779361511613033,0.5223482321547699,0.6187433439829606,0.46517213771016813,0.9236883942766295,0.3607142857142857,0.808,0.23218390804597702
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,waseem-racism,"['hateval-immigrant', 'waseem-racism', 'ibereval']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,18509,18509,0.8491366126636668,0.8369999244614732,0.8628612644935068,0.9212806026365349,0.7448107448107448,0.7126168224299065,0.7800511508951407,0.9534624805165888,0.96138302649304,0.9456713780918727
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,ibereval,"['hateval-immigrant', 'waseem-racism', 'ibereval']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,18509,18509,0.8824177247991707,0.8896057347670251,0.8771626159576928,0.8898071625344353,0.8529411764705882,0.8888888888888888,0.8197879858657244,0.9118942731277533,0.8903225806451613,0.9345372460496614
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,evalita,"['hateval-immigrant', 'waseem-racism', 'ibereval']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,18509,18509,0.6175578969288498,0.6184970635771552,0.619243156199678,0.618,0.6045548654244306,0.5770750988142292,0.6347826086956522,0.6305609284332688,0.659919028340081,0.6037037037037037
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,davidson,"['hateval-immigrant', 'waseem-racism', 'ibereval']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,18509,18509,0.7490327234572759,0.843035343035343,0.7163461538461539,0.8407871198568873,0.5972850678733032,0.8461538461538461,0.46153846153846156,0.9007803790412486,0.83991683991684,0.9711538461538461
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,founta_hateful_57k,"['hateval-immigrant', 'waseem-racism', 'ibereval']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,18509,18509,0.636264499549875,0.7303923527844391,0.6025003852673756,0.9292999738470926,0.3097872340425532,0.5185185185185185,0.220873786407767,0.9627417650571967,0.9422661870503597,0.9841269841269841
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,hateval-women,"['hateval-immigrant', 'waseem-racism', 'ibereval']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,18509,18509,0.4896108425180454,0.6783194527523428,0.5879232862001751,0.5305706521739131,0.6341979883536263,0.4731437598736177,0.9614767255216693,0.34502369668246446,0.883495145631068,0.2143698468786808
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,waseem-sexism,"['hateval-immigrant', 'waseem-racism', 'ibereval']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,18509,18509,0.4956355193445233,0.542672878804045,0.5148356313438003,0.7533539731682146,0.13510253317249699,0.3010752688172043,0.08709175738724728,0.8561685055165497,0.7842704887908857,0.9425795053003534
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,davidson,"['davidson', 'founta_hateful_57k', 'ibereval', 'hateval-immigrant', 'hateval-women', 'waseem-racism']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,71350,71350,0.9145034385821301,0.9258665310004646,0.9045563811188811,0.9364937388193202,0.8711433756805808,0.9056603773584906,0.8391608391608392,0.9578635014836795,0.9460726846424384,0.9699519230769231
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,founta_hateful_57k,"['davidson', 'founta_hateful_57k', 'ibereval', 'hateval-immigrant', 'hateval-women', 'waseem-racism']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,71350,71350,0.7678708271462749,0.8438002719169724,0.7227473484941744,0.9488274779879696,0.5629188384214445,0.7283236994219653,0.4587378640776699,0.9728228158711052,0.9592768444119796,0.9867568329106791
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,ibereval,"['davidson', 'founta_hateful_57k', 'ibereval', 'hateval-immigrant', 'hateval-women', 'waseem-racism']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,71350,71350,0.8594240514151527,0.8768568556528313,0.8498751685025804,0.8705234159779615,0.8199233716475096,0.895397489539749,0.7561837455830389,0.8989247311827957,0.8583162217659137,0.9435665914221218
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,hateval-immigrant,"['davidson', 'founta_hateful_57k', 'ibereval', 'hateval-immigrant', 'hateval-women', 'waseem-racism']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,71350,71350,0.578733447322468,0.6561837891106184,0.6274317928476143,0.5877251501000668,0.640279394644936,0.5050505050505051,0.8744038155802861,0.5171875,0.8073170731707318,0.38045977011494253
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,hateval-women,"['davidson', 'founta_hateful_57k', 'ibereval', 'hateval-immigrant', 'hateval-women', 'waseem-racism']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,71350,71350,0.5133966418554969,0.6876755794337812,0.6024328499017823,0.5475543478260869,0.6423200859291085,0.4826472962066182,0.9598715890850722,0.3844731977818854,0.8927038626609443,0.24499411071849234
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,waseem-racism,"['davidson', 'founta_hateful_57k', 'ibereval', 'hateval-immigrant', 'hateval-women', 'waseem-racism']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,71350,71350,0.8164707918668777,0.8057493724746572,0.8285908425438081,0.9043314500941619,0.6894865525672371,0.6604215456674473,0.7212276214833759,0.9434550311665183,0.9510771992818672,0.9359540636042403
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,evalita,"['davidson', 'founta_hateful_57k', 'ibereval', 'hateval-immigrant', 'hateval-women', 'waseem-racism']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,71350,71350,0.6238179278770926,0.6309738539787777,0.6297906602254428,0.624,0.6320939334637965,0.5747330960854092,0.7021739130434783,0.6155419222903885,0.6872146118721462,0.5574074074074075
FacebookAI/roberta-base,GO,124647170,MERGED_FT,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,waseem-sexism,"['davidson', 'founta_hateful_57k', 'ibereval', 'hateval-immigrant', 'hateval-women', 'waseem-racism']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,71350,71350,0.5254253154253155,0.5686234490859702,0.5321043694255615,0.7516339869281046,0.19777777777777777,0.3463035019455253,0.13841368584758942,0.8530728530728531,0.7909433962264151,0.9257950530035336
GroNLP/hateBERT,GO,109483778,MERGED_FT,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,davidson,"['davidson', 'founta_hateful_57k', 'ibereval', 'hateval-immigrant', 'hateval-women', 'waseem-racism']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,71350,71350,0.7651077737141079,0.8926964650891032,0.7259615384615385,0.855098389982111,0.6197183098591549,0.9428571428571428,0.46153846153846156,0.9104972375690608,0.8425357873210634,0.9903846153846154
GroNLP/hateBERT,GO,109483778,MERGED_FT,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,founta_hateful_57k,"['davidson', 'founta_hateful_57k', 'ibereval', 'hateval-immigrant', 'hateval-women', 'waseem-racism']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,71350,71350,0.6455459469519873,0.8956099591391191,0.5981526771295255,0.9399354894952489,0.3225172074729597,0.8497409326424871,0.19902912621359223,0.9685746864310149,0.941478985635751,0.9972762280454588
GroNLP/hateBERT,GO,109483778,MERGED_FT,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,ibereval,"['davidson', 'founta_hateful_57k', 'ibereval', 'hateval-immigrant', 'hateval-women', 'waseem-racism']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,71350,71350,0.6172943382837448,0.8281454815800285,0.63378506648374,0.7134986225895317,0.425414364640884,0.9746835443037974,0.27208480565371024,0.8091743119266055,0.6816074188562596,0.9954853273137697
GroNLP/hateBERT,GO,109483778,MERGED_FT,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,hateval-immigrant,"['davidson', 'founta_hateful_57k', 'ibereval', 'hateval-immigrant', 'hateval-women', 'waseem-racism']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,71350,71350,0.5757810835286598,0.7159961685823755,0.6038429910640863,0.6597731821214142,0.3870192307692308,0.7931034482758621,0.2559618441971383,0.7645429362880887,0.6388888888888888,0.9517241379310345
GroNLP/hateBERT,GO,109483778,MERGED_FT,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,hateval-women,"['davidson', 'founta_hateful_57k', 'ibereval', 'hateval-immigrant', 'hateval-women', 'waseem-racism']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,71350,71350,0.6670005234073582,0.6687209347015642,0.6659945512329679,0.6773097826086957,0.6084089035449299,0.6254237288135593,0.5922953451043339,0.7255921432697863,0.7120181405895691,0.7396937573616019
GroNLP/hateBERT,GO,109483778,MERGED_FT,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,waseem-racism,"['davidson', 'founta_hateful_57k', 'ibereval', 'hateval-immigrant', 'hateval-women', 'waseem-racism']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,71350,71350,0.7325165421558164,0.8058891748482826,0.6957589265541829,0.8888888888888888,0.528,0.7051282051282052,0.4219948849104859,0.9370330843116329,0.9066501445683601,0.9695229681978799
GroNLP/hateBERT,GO,109483778,MERGED_FT,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,evalita,"['davidson', 'founta_hateful_57k', 'ibereval', 'hateval-immigrant', 'hateval-women', 'waseem-racism']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,71350,71350,0.581522347120998,0.5921796015462385,0.5848631239935588,0.596,0.5036855036855037,0.5790960451977402,0.44565217391304346,0.6593591905564924,0.6052631578947368,0.7240740740740741
GroNLP/hateBERT,GO,109483778,MERGED_FT,,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,waseem-sexism,"['davidson', 'founta_hateful_57k', 'ibereval', 'hateval-immigrant', 'hateval-women', 'waseem-racism']",ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,71350,71350,0.47903225806451616,0.559799369102983,0.5116417494188571,0.7674578603371173,0.0913978494623656,0.33663366336633666,0.05287713841368585,0.8666666666666667,0.7829650748396294,0.9704063604240283
